Period,From date,To date,Geographic area,Age group,Male Cases,Male Rate,Female Cases,Female Rate,Total Cases,Total Rate,Male Hospitalizations,Male Hospitalizations Rate,Female Hospitalizations,Female Hospitalizations Rate,Total Hospitalizations Count,Total Hospitalizations Rate,Unknown Sex Hospitalizations,Unknown Sex Cases,Unknown Age and Sex Hospitalizations,Unknown Age and Sex Cases
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Huron Perth Health Unit,40 to 59,3,16.7,5,28.3,8,22.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Huron Perth Health Unit,60 to 79,33,187.6,22,118.4,55,152.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Huron Perth Health Unit,80+,47,1357.6,46,939.7,94,1124.8,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Huron Perth Health Unit,All ages,84,148,74,128.4,159,139,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peterborough Public Health ,20 to 39,2,11.1,0,0,2,5.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peterborough Public Health ,40 to 59,5,29.2,1,5.6,6,17.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peterborough Public Health ,60 to 79,28,151.6,16,77.9,44,112.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peterborough Public Health ,80+,51,1360.4,44,808.2,95,1033.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Peterborough Public Health ,All ages,86,149.7,61,98.1,147,122.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Porcupine Health Unit,20 to 39,0,0,0,0,0,0,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Porcupine Health Unit,40 to 59,1,9.3,5,46.5,6,27.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Porcupine Health Unit,60 to 79,19,199.6,22,231.7,41,215.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Porcupine Health Unit,80+,22,1540.6,18,800.7,40,1088.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Porcupine Health Unit,All ages,42,129.2,45,138.3,87,133.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,20 to 39,1,7.1,0,0,1,3.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,40 to 59,3,22.1,1,7.4,4,14.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,60 to 79,21,155.7,7,49.3,28,101.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,80+,24,946,30,811.5,54,866.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,All ages,49,112.4,38,88,87,100.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,20 to 39,0,0,1,4.3,1,2.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,40 to 59,12,42.3,6,20.8,18,31.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,60 to 79,64,239.5,46,163.8,110,200.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,80+,71,1504.2,94,1441.9,166,1477,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,All ages,147,174.1,147,169,295,172.1,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,20 to 39,5,6.2,1,1.4,6,3.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,40 to 59,20,24.5,17,20.7,37,22.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,60 to 79,134,197.9,80,109,214,151.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,80+,169,1333.2,193,1147.5,362,1227.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,All ages,328,135.3,291,118.5,619,126.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,20 to 39,3,11.2,3,12,6,11.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,40 to 59,9,33.1,6,22.2,15,27.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,60 to 79,39,167,28,111.8,67,138.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,80+,59,1386.6,66,1015.7,125,1162.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,All ages,110,134.9,103,123.4,213,129,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,20 to 39,2,9.5,2,10.3,4,9.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,40 to 59,7,36.6,4,20.5,11,28.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,60 to 79,29,157.1,22,116.1,51,136.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,80+,32,1025,42,887.8,75,955,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,All ages,70,113.2,70,112,141,113.4,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,20 to 39,1,25.5,1,28.1,2,26.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,40 to 59,1,23.5,1,23.5,2,23.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,60 to 79,6,132.6,3,66,9,99.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,80+,10,1262.6,11,928.3,21,1062.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,All ages,18,133.4,16,118.1,34,125.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,20 to 39,4,3.9,1,1.1,5,2.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,40 to 59,29,37.5,7,9,36,23.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,60 to 79,92,181.8,55,99.4,148,139.7,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,80+,163,1762.7,169,1281.3,333,1484.2,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,All ages,288,120.7,232,98.2,522,109.9,2,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,20 to 39,1,2.3,1,2.4,2,2.3,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,40 to 59,7,16.9,3,7.2,11,13.2,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,60 to 79,38,128.9,17,52.8,58,94,3,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,80+,66,1252.8,72,916.1,142,1081.7,4,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,All ages,112,93,93,75,213,87.1,8,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,20 to 39,6,10.1,2,3.9,8,7.2,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,40 to 59,30,55.6,19,33.9,49,44.5,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,60 to 79,182,412.7,117,246.7,299,326.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,80+,183,2279.2,229,1852.6,412,2020.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,All ages,401,242.3,367,219.2,768,230.7,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",York Region Public Health,20 to 39,7,4.5,2,1.3,9,2.9,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",York Region Public Health,40 to 59,63,38,34,18.9,97,28.1,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",York Region Public Health,60 to 79,235,206.8,129,103.6,365,153.3,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",York Region Public Health,80+,373,1766.3,396,1389.7,769,1550,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",York Region Public Health,All ages,678,148.2,561,115.8,1240,131.6,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Toronto Public Health,20 to 39,27,5.4,13,2.6,41,4.1,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Toronto Public Health,40 to 59,191,50.9,100,25,292,37.7,1,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Toronto Public Health,60 to 79,975,404.5,556,199.5,1538,295.9,7,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Toronto Public Health,80+,1368,2558.1,1536,1757.2,2929,2079,25,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Toronto Public Health,All ages,2561,218.2,2205,173.7,4800,196.5,34,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Southwestern Public Health,20 to 39,2,7.2,0,0,2,3.8,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Southwestern Public Health,40 to 59,8,27.9,10,35.2,18,31.6,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Southwestern Public Health,60 to 79,48,205.1,33,130.5,81,166.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Southwestern Public Health,80+,52,1178.6,63,984.1,115,1063.4,0,0
cumulative COVID-19 deaths,"January 15, 2020","July 1, 2023",Southwestern Public Health,All ages,110,130.9,106,123.6,216,127.2,0,0
